    		b0		 b1		 b2		 b3		 a0		 a1		 a2		 a3

tf_phiDelA  	+0.000000	 +0.000000	 +0.000000	 +89.890968	 +0.000000	 +1.000000	 +32.363018	 +0.000000
tf_chiPhi  	+0.000000	 +0.000000	 +0.000000	 +0.280365	 +0.000000	 +0.000000	 +1.000000	 +0.000000
tf_thetaDelE  	+0.000000	 +0.000000	 +0.000000	 -70.762581	 +0.000000	 +1.000000	 +7.415219	 +195.847961
tf_hTheta  	+0.000000	 +0.000000	 +0.000000	 +34.990097	 +0.000000	 +0.000000	 +1.000000	 +0.000000
tf_hVa  	+0.000000	 +0.000000	 +0.000000	 -0.260000	 +0.000000	 +0.000000	 +1.000000	 +0.000000
tf_VaDelT  	+0.000000	 +0.000000	 +0.000000	 +9.795531	 +0.000000	 +0.000000	 +1.000000	 +0.381968
tf_VaTheta 	+0.000000	 +0.000000	 +0.000000	 -9.474461	 +0.000000	 +0.000000	 +1.000000	 +0.381968
tf_vDelR  	+0.000000	 +0.000000	 +0.000000	 +0.210779	 +0.000000	 +0.000000	 +1.000000	 +0.920770
